,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
56888,23:23 18/10/2018,3.0,0,Peronia,evigb08,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57067,22:09 18/10/2018,2.0,0,"Si a los canas en PERONIA les pagaran en dolares y de a muchos, tambien es POCO...",lilc1795,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57267,20:38 18/10/2018,3.0,11,Paraguayos indocumentados delincuentes se armaron u. Barrio Privado? Solo en peronia,Kavenaghi,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57274,20:45 18/10/2018,,0,No entendiste payaso. Estos paraguayos los trajo la Porota,Kavenaghi,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57276,20:47 18/10/2018,,0,Los trajo poroto porota... Pero los puede sacar makri... Para eso lo votamos... Bobo...,torn0569,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57489,19:48 18/10/2018,2.0,0,"@iguida1 @ChrisMB No, los izquierdistas ignoran a los blancos que todo lo pagan, y sufren por los marrónidos que viven como animales.

Ni siquiera leyeron a Marx sobre el lumpen...",Fela_Kuti,True,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57505,19:43 18/10/2018,2.0,0, Todos estos súbditos apoyan a La Porota  !,carl3372,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57526,19:37 18/10/2018,7.0,2,"Son bastiones de Porota en el kongourbano Wild, cuanto mas ignorante mas kirchnerista ",nesfer24,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57647,18:53 18/10/2018,4.0,0,Peronia news,zazanet,False,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron
57760,01:06 20/10/2018,11.0,1,EL TENDAL QUE DEJASTE POROTA .... TU NORTE SIEMPRE FUERON LAS VALIJAS,BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
57768,01:04 20/10/2018,2.0,0," POROTA, DEVOLVÉ EL HELIPUERTO DE LA ROSADA .... MAURI ESTÁ ATERRIZANDO EN LA PLAZA",BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
57799,00:57 20/10/2018,4.0,3,POROTA SE LLEVÓ MILES DE BOLSONAROS DE EUROS Y DÓLARES,BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
57999,00:26 20/10/2018,,1,"escuchate este Globerto....jajajaajaa   esta buenissiisiimoo ..
Moyano..preso !.....jajajajjjajajjajajjaaa",ccmaxima,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58028,00:21 20/10/2018,4.0,2,jbritos tiene razón. A repartir los jets privados  de peronia,bigger98,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58041,00:18 20/10/2018,4.0,1,"En Peronia no hay ciudadanos. Solo hay delicuentes funcionales al régimen mafioso, y el resto, todos REHENES.",samus26,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58055,00:16 20/10/2018,6.0,1,Es Porota en su última etapa,bigger98,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58136,00:02 20/10/2018,4.0,0,@elcoso POROTA SI QUE LA PEGÓ¡¡¡ ... NO LE ERRÓ A UNA SOLA VALIJA,BRUCE54,True,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58342,23:26 19/10/2018,6.0,0, POROTA NUNCA ROBÓ .... (MBETUSKA),BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58372,23:24 19/10/2018,2.0,0,"ESTE ES UNO QUE SE PERDIÓ EN LOS TÜNELES DE CUCHI!!LO DEJÓ POROTA!,",DAMON11,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58504,23:06 19/10/2018,1.0,0,@ermindogranero En vez la porota bailando en calzas era muy sexy ....,gallina_full,True,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58599,22:52 19/10/2018,2.0,0,@ermindogranero Porota fundiò un casino,nesfer24,True,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58675,22:42 19/10/2018,5.0,0,@ermindogranero VOTE A POROTA Y TEMA SOLUCIONADO,BRUCE54,True,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58683,22:40 19/10/2018,2.0,0,COMPARADA CON POROTA YO ME SIENTO UNA MUJER HONESTA ... (MILAGROS SALA),BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58698,22:38 19/10/2018,1.0,2,"POROTA, SI MOSTRÁS EL TÍTULO DE ABOGADA TE VOTO ... JEJE",BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58706,22:36 19/10/2018,1.0,0,"POROTA, FIJATE SI ENCONTRÁS EL TREN BALA EN ALGUNA VALIJA ... NO ESTÁ SALIENDO DE RETIRO",BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58786,22:25 19/10/2018,2.0,0," NO TE CALENTÉS POROTA, CON LOS CUADROS QUE TE DEJÓ BONADIO TE SOBRA PARA ADORNAR LA CELDA .. JEJE",BRUCE54,False,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea
58978,18:12 19/10/2018,,24,"AQUI TIENEN A LOS TROLLS DE PEÑA,  hablando de cualquier cosa, de temas de otras notas... parecen chusmas de barrio... postean estupideces como doña tota y porota...¿HABRA QUE ESPERAR QUE LOS MODERADORES DEL FORO LOS ECHEN POR NO RESPETAR EL REGAMENTO, O  SERA NECESARIO QUE LA JUSTICIA PENAL LOS VENGA A BUSCAR ?",mbetuska,False,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion
59146,17:33 19/10/2018,,2,"No puede ser que estemos sumergidos en deudas y ajustes por los choreos de Porota y su banda, expropiaciòn YA de los bienes mal habidos y los sospechados tambièn  ",nesfer24,False,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion
59160,17:31 19/10/2018,1.0,0,Buena idea esa de fabricar dildos a cuerda para peronia.,EduardoMain,False,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion
59288,17:08 19/10/2018,4.0,0,Todavìa estamos al borde del precipicio por los efectos de la organizaciòn criminal de Porota,nesfer24,False,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion
59654,16:02 19/10/2018,2.0,0,"Massa, Yoli, Porota, que hicieron ?jajajajajajajajajajaj",Kavenaghi,False,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion
59667,15:52 19/10/2018,1.0,0,telefono porota....,TheDuke2009,False,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion
60017,00:04 20/10/2018,4.0,0,"Totalmente, En la mafiosa Peronia, no existen los ciudadanos. Solo hay mafiosos y REHENES.",samus26,False,Política,"""No podemos tener un sistema mafioso en el transporte de carga"", aseguró Mauricio Macri en el cierre de IDEA",https://www.lanacion.com.ar/2183397-no-podemos-tener-sistema-mafioso-transporte-carga
60037,23:13 19/10/2018,9.0,0,Entrega a la Porota ¡¡¡,dari1489,False,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar
60046,22:40 19/10/2018,11.0,0,"El guardián de los fueros de porota , de la extinción de dominio y del silencio cómplice de todos los intentos golpistas",cofranco,False,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar
60171,19:09 19/10/2018,15.0,0,"Fuerza Pichetto!, seguí defendiendo a Porota, así vos y todo el peronismo se hunden junto con ella.",Psicoanalizando,False,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar
60189,18:56 19/10/2018,13.0,0,"Las inversiones comenzaran a llegar cuando vaya presa Porota, nadie invierte en un país donde no hay seguridad jurídica, ""Entendiste Pichetto?""",Psicoanalizando,False,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar
60202,18:44 19/10/2018,,0,"@pikybayres a un peronchokakista no le puedes pedir esas cosas, son ofensivas literalmente; van contra su esencia",cachito2109,True,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar
60236,17:44 19/10/2018,8.0,0,O sea hasta que estén seguros que la Porota y vos no vuelven mas. Por fín pegaste una,solyema,False,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar
60303,06:24 20/10/2018,12.0,0,Dos votantes menos para porota.........,boulevardsoleado,False,Sociedad,Llavallol: una familia resistió una entradera y mató a dos delincuentes,https://www.lanacion.com.ar/2183360-llavallol-familia-resistio-entradera-mato-dos-delincuentes
60624,21:49 21/10/2018,4.0,0,La 2da tiene que ser la otrora exitosa abogada y arquitecta egipcia.,NOSFERAUTE2012,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
60634,21:11 21/10/2018,,0,"el gordo impresentable de muñoz, le mejicaneaba a nefastor y porota,,,,,jajajajajajaja",ieroslav,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
60751,09:55 21/10/2018,2.0,0,"cayò ""elizabeth"", apunten ARRIBA, hay una q se lama ""elisabet"" (muy a su pesar!!).",horaluce,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
60805,01:20 21/10/2018,15.0,0, AHORA MACRI PERSIGUE A HONESTOS EMPRENDEDORES INMOBILIARIOS .... (POROTA),BRUCE54,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
60953,00:14 21/10/2018,5.0,2,"Porota hace rato tiene preparado el ajuar en un bolso, su detenciòn y prisiòn madura en cualquier momento ",nesfer24,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
61070,23:16 20/10/2018,,0,"@Mrce44 ¡Imaginate la porota, inconmensurable el choreo!!!",jazmin1947,True,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
61187,22:55 20/10/2018,,0,"POROTA CONGUNDE SIERRA LEONA, CON RECOLETA Y PUERTO MADERO ...",Soyargentino,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
61278,22:39 20/10/2018,3.0,0,"Che te acordas ... duhalde devaluó el 300% y cuando nestor agarró la manija para robar, rl dólar está a 3 pesos y cuando POROTA se fue estaba a 14 y con cepo ...",Soyargentino,False,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera
